text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal,text_bigrams,text_trigrams
logika aja institusi plokis indonesia itu emmg lucu akal sehatnya entah kemana kenapa gitu loh maling motor dsb yg jelas keliatan dicctv gak bisa ketangkep apalagi ini hacker sekali tidak kelihatan dan bisanya ngaku udh berhasil menangkap,"['logika', 'aja', 'institusi', 'plokis', 'indonesia', 'itu', 'emmg', 'lucu', 'akal', 'sehatnya', 'entah', 'kemana', 'kenapa', 'gitu', 'loh', 'maling', 'motor', 'dsb', 'yg', 'jelas', 'keliatan', 'dicctv', 'gak', 'bisa', 'ketangkep', 'apalagi', 'ini', 'hacker', 'sekali', 'tidak', 'kelihatan', 'dan', 'bisanya', 'ngaku', 'udh', 'berhasil', 'menangkap']","['logika', 'aja', 'institusi', 'ploki', 'indonesia', 'itu', 'emmg', 'lucu', 'akal', 'sehatnya', 'entah', 'kemana', 'kenapa', 'gitu', 'loh', 'male', 'motor', 'dsb', 'yg', 'jela', 'keliatan', 'dicctv', 'gak', 'bisa', 'ketangkep', 'apalagi', 'ini', 'hacker', 'sekali', 'tidak', 'kelihatan', 'dan', 'bisanya', 'ngaku', 'udh', 'berhasil', 'menangkap']","['logika', 'aja', 'institusi', 'ploki', 'indonesia', 'itu', 'emmg', 'lucu', 'akal', 'sehatnya', 'entah', 'kemana', 'kenapa', 'gitu', 'loh', 'male', 'motor', 'dsb', 'yg', 'jela', 'keliatan', 'dicctv', 'gak', 'bisa', 'ketangkep', 'apalagi', 'ini', 'hacker', 'sekali', 'tidak', 'kelihatan', 'dan', 'bisanya', 'ngaku', 'udh', 'berhasil', 'menangkap']","['logika', 'aja', 'institusi', 'ploki', 'indonesia', 'emmg', 'lucu', 'akal', 'sehatnya', 'kemana', 'gitu', 'loh', 'male', 'motor', 'dsb', 'yg', 'jela', 'keliatan', 'dicctv', 'gak', 'ketangkep', 'hacker', 'bisanya', 'ngaku', 'udh', 'berhasil', 'menangkap']",logika_aja aja_institusi institusi_plokis plokis_indonesia indonesia_itu itu_emmg emmg_lucu lucu_akal akal_sehatnya sehatnya_entah entah_kemana kemana_kenapa kenapa_gitu gitu_loh loh_maling maling_motor motor_dsb dsb_yg yg_jelas jelas_keliatan keliatan_dicctv dicctv_gak gak_bisa bisa_ketangkep ketangkep_apalagi apalagi_ini ini_hacker hacker_sekali sekali_tidak tidak_kelihatan kelihatan_dan dan_bisanya bisanya_ngaku ngaku_udh udh_berhasil berhasil_menangkap,logika_aja_institusi aja_institusi_plokis institusi_plokis_indonesia plokis_indonesia_itu indonesia_itu_emmg itu_emmg_lucu emmg_lucu_akal lucu_akal_sehatnya akal_sehatnya_entah sehatnya_entah_kemana entah_kemana_kenapa kemana_kenapa_gitu kenapa_gitu_loh gitu_loh_maling loh_maling_motor maling_motor_dsb motor_dsb_yg dsb_yg_jelas yg_jelas_keliatan jelas_keliatan_dicctv keliatan_dicctv_gak dicctv_gak_bisa gak_bisa_ketangkep bisa_ketangkep_apalagi ketangkep_apalagi_ini apalagi_ini_hacker ini_hacker_sekali hacker_sekali_tidak sekali_tidak_kelihatan tidak_kelihatan_dan kelihatan_dan_bisanya dan_bisanya_ngaku bisanya_ngaku_udh ngaku_udh_berhasil udh_berhasil_menangkap
wkwkwkw ketawa aja dah,"['wkwkwkw', 'ketawa', 'aja', 'dah']","['wkwkwkw', 'ketawa', 'aja', 'dah']","['wkwkwkw', 'ketawa', 'aja', 'dah']","['wkwkwkw', 'ketawa', 'aja', 'dah']",wkwkwkw_ketawa ketawa_aja aja_dah,wkwkwkw_ketawa_aja ketawa_aja_dah
k,['k'],['k'],['k'],['k'],,
bang teguh,"['bang', 'teguh']","['bang', 'teguh']","['bang', 'teguh']","['bang', 'teguh']",bang_teguh,
polisi kalau dapat info dari rakyat gak mungkin tau apa karena malascenderung mencarinuntung atau jika ada uang di kerjakan,"['polisi', 'kalau', 'dapat', 'info', 'dari', 'rakyat', 'gak', 'mungkin', 'tau', 'apa', 'karena', 'malascenderung', 'mencarinuntung', 'atau', 'jika', 'ada', 'uang', 'di', 'kerjakan']","['polisi', 'kalau', 'dapat', 'info', 'dari', 'rakyat', 'gak', 'mungkin', 'tau', 'apa', 'karena', 'malascenderung', 'mencarinuntung', 'atau', 'jika', 'ada', 'uang', 'di', 'kerjakan']","['polisi', 'kalau', 'dapat', 'info', 'dari', 'rakyat', 'gak', 'mungkin', 'tau', 'apa', 'karena', 'malascenderung', 'mencarinuntung', 'atau', 'jika', 'ada', 'uang', 'di', 'kerjakan']","['polisi', 'info', 'rakyat', 'gak', 'tau', 'malascenderung', 'mencarinuntung', 'uang', 'kerjakan']",polisi_kalau kalau_dapat dapat_info info_dari dari_rakyat rakyat_gak gak_mungkin mungkin_tau tau_apa apa_karena karena_malascenderung malascenderung_mencarinuntung mencarinuntung_atau atau_jika jika_ada ada_uang uang_di di_kerjakan,polisi_kalau_dapat kalau_dapat_info dapat_info_dari info_dari_rakyat dari_rakyat_gak rakyat_gak_mungkin gak_mungkin_tau mungkin_tau_apa tau_apa_karena apa_karena_malascenderung karena_malascenderung_mencarinuntung malascenderung_mencarinuntung_atau mencarinuntung_atau_jika atau_jika_ada jika_ada_uang ada_uang_di uang_di_kerjakan
ahh se indonesia juga paham seperti apa kerja polisi kita dan kami sebagai masyarakat cuma bisa mengelus dada diujungnya akan tertawa terbahak bahak dengan semua dagelan ini,"['ahh', 'se', 'indonesia', 'juga', 'paham', 'seperti', 'apa', 'kerja', 'polisi', 'kita', 'dan', 'kami', 'sebagai', 'masyarakat', 'cuma', 'bisa', 'mengelus', 'dada', 'diujungnya', 'akan', 'tertawa', 'terbahak', 'bahak', 'dengan', 'semua', 'dagelan', 'ini']","['ahh', 'se', 'indonesia', 'juga', 'paham', 'seperti', 'apa', 'kerja', 'polisi', 'kita', 'dan', 'kami', 'sebagai', 'masyarakat', 'cuma', 'bisa', 'mengelu', 'dada', 'diujungnya', 'akan', 'tertawa', 'terbahak', 'bahak', 'dengan', 'semua', 'dagelan', 'ini']","['ahh', 'se', 'indonesia', 'juga', 'paham', 'seperti', 'apa', 'kerja', 'polisi', 'kita', 'dan', 'kami', 'sebagai', 'masyarakat', 'cuma', 'bisa', 'mengelu', 'dada', 'diujungnya', 'akan', 'tertawa', 'terbahak', 'bahak', 'dengan', 'semua', 'dagelan', 'ini']","['ahh', 'indonesia', 'paham', 'kerja', 'polisi', 'masyarakat', 'mengelu', 'dada', 'diujungnya', 'tertawa', 'terbahak', 'bahak', 'dagelan']",ahh_se se_indonesia indonesia_juga juga_paham paham_seperti seperti_apa apa_kerja kerja_polisi polisi_kita kita_dan dan_kami kami_sebagai sebagai_masyarakat masyarakat_cuma cuma_bisa bisa_mengelus mengelus_dada dada_diujungnya diujungnya_akan akan_tertawa tertawa_terbahak terbahak_bahak bahak_dengan dengan_semua semua_dagelan dagelan_ini,ahh_se_indonesia se_indonesia_juga indonesia_juga_paham juga_paham_seperti paham_seperti_apa seperti_apa_kerja apa_kerja_polisi kerja_polisi_kita polisi_kita_dan kita_dan_kami dan_kami_sebagai kami_sebagai_masyarakat sebagai_masyarakat_cuma masyarakat_cuma_bisa cuma_bisa_mengelus bisa_mengelus_dada mengelus_dada_diujungnya dada_diujungnya_akan diujungnya_akan_tertawa akan_tertawa_terbahak tertawa_terbahak_bahak terbahak_bahak_dengan bahak_dengan_semua dengan_semua_dagelan semua_dagelan_ini
om ded lu gak mau koment tp ketawa udah yg sadis,"['om', 'ded', 'lu', 'gak', 'mau', 'koment', 'tp', 'ketawa', 'udah', 'yg', 'sadis']","['om', 'ded', 'lu', 'gak', 'mau', 'koment', 'tp', 'ketawa', 'udah', 'yg', 'sadi']","['om', 'ded', 'lu', 'gak', 'mau', 'koment', 'tp', 'ketawa', 'udah', 'yg', 'sadi']","['om', 'ded', 'lu', 'gak', 'koment', 'tp', 'ketawa', 'udah', 'yg', 'sadi']",om_ded ded_lu lu_gak gak_mau mau_koment koment_tp tp_ketawa ketawa_udah udah_yg yg_sadis,om_ded_lu ded_lu_gak lu_gak_mau gak_mau_koment mau_koment_tp koment_tp_ketawa tp_ketawa_udah ketawa_udah_yg udah_yg_sadis
2 kata yg paling gokil di podcast kali ini polisi lucu 0614 ga ada prestasi 1752,"['2', 'kata', 'yg', 'paling', 'gokil', 'di', 'podcast', 'kali', 'ini', 'polisi', 'lucu', '0614', 'ga', 'ada', 'prestasi', '1752']","['2', 'kata', 'yg', 'pale', 'gokil', 'di', 'podcast', 'kali', 'ini', 'polisi', 'lucu', '0614', 'ga', 'ada', 'prestasi', '1752']","['2', 'kata', 'yg', 'pale', 'gokil', 'di', 'podcast', 'kali', 'ini', 'polisi', 'lucu', '0614', 'ga', 'ada', 'prestasi', '1752']","['2', 'yg', 'pale', 'gokil', 'podcast', 'kali', 'polisi', 'lucu', '0614', 'ga', 'prestasi', '1752']",2_kata kata_yg yg_paling paling_gokil gokil_di di_podcast podcast_kali kali_ini ini_polisi polisi_lucu lucu_0614 0614_ga ga_ada ada_prestasi prestasi_1752,2_kata_yg kata_yg_paling yg_paling_gokil paling_gokil_di gokil_di_podcast di_podcast_kali podcast_kali_ini kali_ini_polisi ini_polisi_lucu polisi_lucu_0614 lucu_0614_ga 0614_ga_ada ga_ada_prestasi ada_prestasi_1752
klo saya jadi bjorka akan kuras uang para koruptor trus tranfer ke smw panti asuhan yg ada di indonesia,"['klo', 'saya', 'jadi', 'bjorka', 'akan', 'kuras', 'uang', 'para', 'koruptor', 'trus', 'tranfer', 'ke', 'smw', 'panti', 'asuhan', 'yg', 'ada', 'di', 'indonesia']","['klo', 'saya', 'jadi', 'bjorka', 'akan', 'kura', 'uang', 'para', 'koruptor', 'tru', 'tranfer', 'ke', 'smw', 'panti', 'asuhan', 'yg', 'ada', 'di', 'indonesia']","['klo', 'saya', 'jadi', 'bjorka', 'akan', 'kura', 'uang', 'para', 'koruptor', 'tru', 'tranfer', 'ke', 'smw', 'panti', 'asuhan', 'yg', 'ada', 'di', 'indonesia']","['klo', 'bjorka', 'kura', 'uang', 'koruptor', 'tru', 'tranfer', 'smw', 'panti', 'asuhan', 'yg', 'indonesia']",klo_saya saya_jadi jadi_bjorka bjorka_akan akan_kuras kuras_uang uang_para para_koruptor koruptor_trus trus_tranfer tranfer_ke ke_smw smw_panti panti_asuhan asuhan_yg yg_ada ada_di di_indonesia,klo_saya_jadi saya_jadi_bjorka jadi_bjorka_akan bjorka_akan_kuras akan_kuras_uang kuras_uang_para uang_para_koruptor para_koruptor_trus koruptor_trus_tranfer trus_tranfer_ke tranfer_ke_smw ke_smw_panti smw_panti_asuhan panti_asuhan_yg asuhan_yg_ada yg_ada_di ada_di_indonesia
bjorka lagi nonton ngakak sambil ngopi jago 8rb,"['bjorka', 'lagi', 'nonton', 'ngakak', 'sambil', 'ngopi', 'jago', '8rb']","['bjorka', 'lagi', 'nonton', 'ngakak', 'sambil', 'ngopi', 'jago', '8rb']","['bjorka', 'lagi', 'nonton', 'ngakak', 'sambil', 'ngopi', 'jago', '8rb']","['bjorka', 'nonton', 'ngakak', 'ngopi', 'jago', '8rb']",bjorka_lagi lagi_nonton nonton_ngakak ngakak_sambil sambil_ngopi ngopi_jago jago_8rb,bjorka_lagi_nonton lagi_nonton_ngakak nonton_ngakak_sambil ngakak_sambil_ngopi sambil_ngopi_jago ngopi_jago_8rb
bs ga ngundang jim geovedi,"['bs', 'ga', 'ngundang', 'jim', 'geovedi']","['bs', 'ga', 'ngundang', 'jim', 'geovedi']","['b', 'ga', 'ngundang', 'jim', 'geovedi']","['b', 'ga', 'ngundang', 'jim', 'geovedi']",bs_ga ga_ngundang ngundang_jim jim_geovedi,bs_ga_ngundang ga_ngundang_jim ngundang_jim_geovedi
setelah melihat ini polri apa ga malu yakkv,"['setelah', 'melihat', 'ini', 'polri', 'apa', 'ga', 'malu', 'yakkv']","['setelah', 'melihat', 'ini', 'polri', 'apa', 'ga', 'malu', 'yakkv']","['setelah', 'melihat', 'ini', 'polri', 'apa', 'ga', 'malu', 'yakkv']","['polri', 'ga', 'malu', 'yakkv']",setelah_melihat melihat_ini ini_polri polri_apa apa_ga ga_malu malu_yakkv,setelah_melihat_ini melihat_ini_polri ini_polri_apa polri_apa_ga apa_ga_malu ga_malu_yakkv
hahhaahaa polisi kocak blagu nngkap bjorka nangkap maling aja kadang dapet kagak,"['hahhaahaa', 'polisi', 'kocak', 'blagu', 'nngkap', 'bjorka', 'nangkap', 'maling', 'aja', 'kadang', 'dapet', 'kagak']","['hahhaahaa', 'polisi', 'kocak', 'blagu', 'nngkap', 'bjorka', 'nangkap', 'male', 'aja', 'kadang', 'dapet', 'kagak']","['hahhaahaa', 'polisi', 'kocak', 'blagu', 'nngkap', 'bjorka', 'nangkap', 'male', 'aja', 'kadang', 'dapet', 'kagak']","['hahhaahaa', 'polisi', 'kocak', 'blagu', 'nngkap', 'bjorka', 'nangkap', 'male', 'aja', 'kadang', 'dapet', 'kagak']",hahhaahaa_polisi polisi_kocak kocak_blagu blagu_nngkap nngkap_bjorka bjorka_nangkap nangkap_maling maling_aja aja_kadang kadang_dapet dapet_kagak,hahhaahaa_polisi_kocak polisi_kocak_blagu kocak_blagu_nngkap blagu_nngkap_bjorka nngkap_bjorka_nangkap bjorka_nangkap_maling nangkap_maling_aja maling_aja_kadang aja_kadang_dapet kadang_dapet_kagak
nan,['nan'],['nan'],['nan'],['nan'],,
polisi bjorka aja gua tangkep apalagi koruptor urus dulu noh data2 lu yg sebar tar nangis,"['polisi', 'bjorka', 'aja', 'gua', 'tangkep', 'apalagi', 'koruptor', 'urus', 'dulu', 'noh', 'data2', 'lu', 'yg', 'sebar', 'tar', 'nangis']","['polisi', 'bjorka', 'aja', 'gua', 'tangkep', 'apalagi', 'koruptor', 'uru', 'dulu', 'noh', 'data2', 'lu', 'yg', 'sebar', 'tar', 'nangi']","['polisi', 'bjorka', 'aja', 'gua', 'tangkep', 'apalagi', 'koruptor', 'uru', 'dulu', 'noh', 'data2', 'lu', 'yg', 'sebar', 'tar', 'nangi']","['polisi', 'bjorka', 'aja', 'gua', 'tangkep', 'koruptor', 'uru', 'noh', 'data2', 'lu', 'yg', 'sebar', 'tar', 'nangi']",polisi_bjorka bjorka_aja aja_gua gua_tangkep tangkep_apalagi apalagi_koruptor koruptor_urus urus_dulu dulu_noh noh_data2 data2_lu lu_yg yg_sebar sebar_tar tar_nangis,polisi_bjorka_aja bjorka_aja_gua aja_gua_tangkep gua_tangkep_apalagi tangkep_apalagi_koruptor apalagi_koruptor_urus koruptor_urus_dulu urus_dulu_noh dulu_noh_data2 noh_data2_lu data2_lu_yg lu_yg_sebar yg_sebar_tar sebar_tar_nangis
ngeri sedapyang paling akhir yg bikin ketawa elu sekarang kerja dimana ada lah,"['ngeri', 'ngeri', 'sedapyang', 'paling', 'akhir', 'yg', 'bikin', 'ketawa', 'elu', 'sekarang', 'kerja', 'dimana', 'ada', 'lah']","['ngeri', 'ngeri', 'sedapyang', 'pale', 'akhir', 'yg', 'bikin', 'ketawa', 'elu', 'sekarang', 'kerja', 'dimana', 'ada', 'lah']","['ngeri', 'ngeri', 'sedapyang', 'pale', 'akhir', 'yg', 'bikin', 'ketawa', 'elu', 'sekarang', 'kerja', 'dimana', 'ada', 'lah']","['ngeri', 'ngeri', 'sedapyang', 'pale', 'yg', 'bikin', 'ketawa', 'elu', 'kerja', 'dimana']",ngeri_sedapyang sedapyang_paling paling_akhir akhir_yg yg_bikin bikin_ketawa ketawa_elu elu_sekarang sekarang_kerja kerja_dimana dimana_ada ada_lah,ngeri_sedapyang_paling sedapyang_paling_akhir paling_akhir_yg akhir_yg_bikin yg_bikin_ketawa bikin_ketawa_elu ketawa_elu_sekarang elu_sekarang_kerja sekarang_kerja_dimana kerja_dimana_ada dimana_ada_lah
yogya bukannya pekalongan atau ga samarinda,"['yogya', 'bukannya', 'pekalongan', 'atau', 'ga', 'samarinda']","['yogya', 'bukannya', 'pekalongan', 'atau', 'ga', 'samarinda']","['yogya', 'bukannya', 'pekalongan', 'atau', 'ga', 'samarinda']","['yogya', 'pekalongan', 'ga', 'samarinda']",yogya_bukannya bukannya_pekalongan pekalongan_atau atau_ga ga_samarinda,yogya_bukannya_pekalongan bukannya_pekalongan_atau pekalongan_atau_ga atau_ga_samarinda
wow sangat licin bjorka,"['wow', 'sangat', 'licin', 'bjorka']","['wow', 'sangat', 'licin', 'bjorka']","['wow', 'sangat', 'licin', 'bjorka']","['wow', 'licin', 'bjorka']",wow_sangat sangat_licin licin_bjorka,wow_sangat_licin sangat_licin_bjorka
nangkep maling aja susah,"['nangkep', 'maling', 'aja', 'susah']","['nangkep', 'male', 'aja', 'susah']","['nangkep', 'male', 'aja', 'susah']","['nangkep', 'male', 'aja', 'susah']",nangkep_maling maling_aja aja_susah,nangkep_maling_aja maling_aja_susah
malu gak sih polisi kita msh pake third party trs kualitas cyber apa donk mereka ngapain aja di gedung bgs makan cateringan enak bisa sekolahin anak ln inggris lg mantap pantaslah ya judol ttp berkeliaran yeogah nangkep soale cuan gede tp otaknya ada masa bjorka salah malulah ck makin jeblok kinerjanya,"['malu', 'gak', 'sih', 'polisi', 'kita', 'msh', 'pake', 'third', 'party', 'trs', 'kualitas', 'cyber', 'apa', 'donk', 'mereka', 'ngapain', 'aja', 'di', 'gedung', 'bgs', 'makan', 'cateringan', 'enak', 'bisa', 'sekolahin', 'anak', 'ln', 'inggris', 'lg', 'mantap', 'pantaslah', 'ya', 'judol', 'ttp', 'berkeliaran', 'yeogah', 'nangkep', 'soale', 'cuan', 'gede', 'tp', 'otaknya', 'ada', 'masa', 'bjorka', 'salah', 'malu', 'malulah', 'ck', 'makin', 'jeblok', 'kinerjanya']","['malu', 'gak', 'sih', 'polisi', 'kita', 'msh', 'pake', 'third', 'parti', 'tr', 'kualita', 'cyber', 'apa', 'donk', 'mereka', 'ngapain', 'aja', 'di', 'gedung', 'bg', 'makan', 'cateringan', 'enak', 'bisa', 'sekolahin', 'anak', 'ln', 'inggri', 'lg', 'mantap', 'pantaslah', 'ya', 'judol', 'ttp', 'berkeliaran', 'yeogah', 'nangkep', 'soal', 'cuan', 'gede', 'tp', 'otaknya', 'ada', 'masa', 'bjorka', 'salah', 'malu', 'malulah', 'ck', 'makin', 'jeblok', 'kinerjanya']","['malu', 'gak', 'sih', 'polisi', 'kita', 'msh', 'pake', 'third', 'parti', 'tr', 'kualita', 'cyber', 'apa', 'donk', 'mereka', 'ngapain', 'aja', 'di', 'gedung', 'bg', 'makan', 'cateringan', 'enak', 'bisa', 'sekolahin', 'anak', 'ln', 'inggri', 'lg', 'mantap', 'pantaslah', 'ya', 'judol', 'ttp', 'berkeliaran', 'yeogah', 'nangkep', 'soal', 'cuan', 'gede', 'tp', 'otaknya', 'ada', 'masa', 'bjorka', 'salah', 'malu', 'malulah', 'ck', 'makin', 'jeblok', 'kinerjanya']","['malu', 'gak', 'sih', 'polisi', 'msh', 'pake', 'third', 'parti', 'tr', 'kualita', 'cyber', 'donk', 'ngapain', 'aja', 'gedung', 'bg', 'makan', 'cateringan', 'enak', 'sekolahin', 'anak', 'ln', 'inggri', 'lg', 'mantap', 'pantaslah', 'ya', 'judol', 'ttp', 'berkeliaran', 'yeogah', 'nangkep', 'cuan', 'gede', 'tp', 'otaknya', 'bjorka', 'salah', 'malu', 'malulah', 'ck', 'jeblok', 'kinerjanya']",malu_gak gak_sih sih_polisi polisi_kita kita_msh msh_pake pake_third third_party party_trs trs_kualitas kualitas_cyber cyber_apa apa_donk donk_mereka mereka_ngapain ngapain_aja aja_di di_gedung gedung_bgs bgs_makan makan_cateringan cateringan_enak enak_bisa bisa_sekolahin sekolahin_anak anak_ln ln_inggris inggris_lg lg_mantap mantap_pantaslah pantaslah_ya ya_judol judol_ttp ttp_berkeliaran berkeliaran_yeogah yeogah_nangkep nangkep_soale soale_cuan cuan_gede gede_tp tp_otaknya otaknya_ada ada_masa masa_bjorka bjorka_salah salah_malulah malulah_ck ck_makin makin_jeblok jeblok_kinerjanya,malu_gak_sih gak_sih_polisi sih_polisi_kita polisi_kita_msh kita_msh_pake msh_pake_third pake_third_party third_party_trs party_trs_kualitas trs_kualitas_cyber kualitas_cyber_apa cyber_apa_donk apa_donk_mereka donk_mereka_ngapain mereka_ngapain_aja ngapain_aja_di aja_di_gedung di_gedung_bgs gedung_bgs_makan bgs_makan_cateringan makan_cateringan_enak cateringan_enak_bisa enak_bisa_sekolahin bisa_sekolahin_anak sekolahin_anak_ln anak_ln_inggris ln_inggris_lg inggris_lg_mantap lg_mantap_pantaslah mantap_pantaslah_ya pantaslah_ya_judol ya_judol_ttp judol_ttp_berkeliaran ttp_berkeliaran_yeogah berkeliaran_yeogah_nangkep yeogah_nangkep_soale nangkep_soale_cuan soale_cuan_gede cuan_gede_tp gede_tp_otaknya tp_otaknya_ada otaknya_ada_masa ada_masa_bjorka masa_bjorka_salah bjorka_salah_malulah salah_malulah_ck malulah_ck_makin ck_makin_jeblok makin_jeblok_kinerjanya
polisi cuma bisa setoran dan cari duit goblok,"['polisi', 'cuma', 'bisa', 'setoran', 'dan', 'cari', 'duit', 'goblok']","['polisi', 'cuma', 'bisa', 'setoran', 'dan', 'cari', 'duit', 'goblok']","['polisi', 'cuma', 'bisa', 'setoran', 'dan', 'cari', 'duit', 'goblok']","['polisi', 'setoran', 'cari', 'duit', 'goblok']",polisi_cuma cuma_bisa bisa_setoran setoran_dan dan_cari cari_duit duit_goblok,polisi_cuma_bisa cuma_bisa_setoran bisa_setoran_dan setoran_dan_cari dan_cari_duit cari_duit_goblok
012 hahahahahaha,"['012', 'hahahahahaha']","['012', 'hahahahahaha']","['012', 'hahahahahaha']","['012', 'hahahahahaha']",012_hahahahahaha,
kek kenal suara ini,"['kek', 'kenal', 'suara', 'ini']","['kek', 'kenal', 'suara', 'ini']","['kek', 'kenal', 'suara', 'ini']","['kek', 'kenal', 'suara']",kek_kenal kenal_suara suara_ini,kek_kenal_suara kenal_suara_ini
udah tau negara kek gini knp ga di rombak saja ni,"['udah', 'tau', 'negara', 'kek', 'gini', 'knp', 'ga', 'di', 'rombak', 'saja', 'ni', 'negara']","['udah', 'tau', 'negara', 'kek', 'gini', 'knp', 'ga', 'di', 'rombak', 'saja', 'ni', 'negara']","['udah', 'tau', 'negara', 'kek', 'gini', 'knp', 'ga', 'di', 'rombak', 'saja', 'ni', 'negara']","['udah', 'tau', 'negara', 'kek', 'gini', 'knp', 'ga', 'rombak', 'ni', 'negara']",udah_tau tau_negara negara_kek kek_gini gini_knp knp_ga ga_di di_rombak rombak_saja saja_ni,udah_tau_negara tau_negara_kek negara_kek_gini kek_gini_knp gini_knp_ga knp_ga_di ga_di_rombak di_rombak_saja rombak_saja_ni
titik rendah dari akal sehat manusia adalah percaya pada polisi dan pejabat negara,"['titik', 'rendah', 'dari', 'akal', 'sehat', 'manusia', 'adalah', 'percaya', 'pada', 'polisi', 'dan', 'pejabat', 'negara']","['titik', 'rendah', 'dari', 'akal', 'sehat', 'manusia', 'adalah', 'percaya', 'pada', 'polisi', 'dan', 'pejabat', 'negara']","['titik', 'rendah', 'dari', 'akal', 'sehat', 'manusia', 'adalah', 'percaya', 'pada', 'polisi', 'dan', 'pejabat', 'negara']","['titik', 'rendah', 'akal', 'sehat', 'manusia', 'percaya', 'polisi', 'pejabat', 'negara']",titik_rendah rendah_dari dari_akal akal_sehat sehat_manusia manusia_adalah adalah_percaya percaya_pada pada_polisi polisi_dan dan_pejabat pejabat_negara,titik_rendah_dari rendah_dari_akal dari_akal_sehat akal_sehat_manusia sehat_manusia_adalah manusia_adalah_percaya adalah_percaya_pada percaya_pada_polisi pada_polisi_dan polisi_dan_pejabat dan_pejabat_negara
bj_perempuan,['bj_perempuan'],['bj_perempuan'],['bj_perempuan'],['bj_perempuan'],,
sejakzamanasokarnopemerintahyagitudoangkorupsimulu,['sejakzamanasokarnopemerintahyagitudoangkorupsimulu'],['sejakzamanasokarnopemerintahyagitudoangkorupsimulu'],['sejakzamanasokarnopemerintahyagitudoangkorupsimulu'],['sejakzamanasokarnopemerintahyagitudoangkorupsimulu'],,
