,text_cleaned,label
1786,mantap,
1787,,
1788,ketika narsum blg ya bjorka khan serangan nya ke situ yg gue tangkap itu artinya pemerintah lalu dgn enak mkx anak2 cm anggap lucu2an sj di merasa geli dan sdkt jijik knp bgtu 1 jual bkn data pribdi pejabat tapi masyarakat umum jg malah mgkn mayoritas dijual justru contoh kasus hack aplikasi peduli lindungi setau smua kita ada krn dftr pake ktp 2 mengklaim membocorkan pribadi indonesia seperti nik nomor telepon pelanggan indihome serta dokumendokumen pemerintahan suratsurat presiden kesimpulan bahwa diretas org biasa pd klo mnrt prbdi kata bentuk kelemahan dkk g bs mncari tau siapa entah malu mengakui atau takut diserang balik bahasa penghiburan disitu tepok jidat whatever lu mau ngomong apa pntg senang bt hibur menutupi no heart feeling pandang,
1789,mungkin salah satu dari kita pernah masuk web ke nyit atau snutz,
1790,p,
1791,sory to say 617 menurut lu kalau naru posisi sebagai bjorka jebakan badman malah di jawab berarti nya udh depan mata hmm tapi gw yg bodoh ato apa ya klo otk ngelag hm,
1792,hacker,
1793,penjahat yang ngga pernah ngaku siapa hayoo polisi lah,
1794,tidak ada yang bisa menangkap bjorkabjorka lebih pintar sebelum bertindak bjorka sudah di pikirkan matangmatang dengan baik dan benar pasti buang titik lokasi aslinya mangkanya pergunakan manfaat kan anak mudamudi ahli bidang kecerdasan it itu sangat penting masa depan ke nya untuk negara bukan korupsi yg pelihara kalau mau musti gerakan seluruh satelit dari lihat ketahuan signal para hacker bewarna merah lagi pada bekerja membobol 1 orang tapi team vendornya ini white had black otodidak warnet kebanyakan bikin mesin nambang bitcoin cuan banyak red forum omniponten lah niat malah jadi tersangka india sekolah jagojago lock access kunci supaya awal kecuali pemula ya masih asal asalan lupa menutup sengaja bot sebar mengetahui celah kelengahan pertahanan cyber memasuki programnya southdawn punk beda kelas jauh banget om ded undang saya kepengin tau cara kerja the dark web detail berkelas internasional,
1795,hh,
1796,katanya hacker kelas dunia udah ditangkap tapi cctv indomaret masih buremhebat banget bisa nangkep padahal cari berkas korupsi aja nyari di laci aneh bjorka you cant arrest wifi bro p4mer1ntah challenge accepted,
1797,ponakan saya kena tipu main game tranferan sampe 10 juta,
1798,terangggse terang lampu philip,
1799,rakyat sudah tahu broyg di tangkap itu bukan bjorkapolisi aja yg begobikin tertawaan,
1800,bjorka ke polisi gua kira udah berkembang ternyata masih bego,
1801,,
1802,wahahahaha indonesia butuh artis aja yg pinter anu hahahaha,
1803,yg di tangkap bjirka,
1804,hahahaha polisi,
1805,1753 selama ini nggak ada prestasi kali ya butuh prestasinya memalukan semua mau perubahan malah tambah,
1806,yang jelas pemerintahan tidak becus mengapresiasi anak muda bangsa bertalenta dan meremehkan polisi cyber crime pun selalu mengawasi berprasangka buruk tanpa apresiasi terhadap mereka intinya seperti peliharaan,
1807,gua curiga malah bjorka itu orang di pemerintahan,
1808,hahahah tahunan hp saya dibajak biasa ajah sampe baru main sama istri aja kena nasib om gue dipanggil situ dong hahahahaha tapi mbahas halu,
1809,lumayan kan proyek penangkapan sudah cair salah tangkap lain hal,
1810,butuh validasi,
1811,jng bintang tamu nya yg byorka,
1812,byorka,
1813,ge malah dukung brojka darpada polisi,
1814,gua tau ni suara siapa wkwkwk,
1815,kalau benar itu anak punk berarti polisi harus di reformasipayah betul,
1816,bulls yit,
1817,diamdiam om ded recruit personal hackerkalau diliat dari senyum tertarik sepertinya,
1818,masa sekelas yg dikatakan cyber tdk bisa membedakan akun,
1819,gw sampe berfikir jgn² anak cyber di polda itu,
1820,cuma korban yang pengen naik pangkat,
1821,polri makin jelek sama kelihatan ga bermutunya awokwok,
1822,polri kena outplay bjorka,
1823,bjorka ketawa lihat ini,
1824,kalo udah ada bang teguh sudah di pastikan instansi yg gak beres,
1825,puncak komedi indo padahal bjorka itu anak buah sambo,
1826,bangga ya bisa nangkep bjorkandak taunya bjorka palsu,
1827,bjorka itu akun anak buah sambo ga perlu repot2 dicari,
1828,gen boomer gaptek bikin gebrakan bukan presisi malah blunder,
1829,waduhh jgn terlalu jujur dah bang pengen ngakak terus,
1830,terorin aja bobrokan sistem keamanan siber polri biar tau bahwa anak bangsa ini lebih dijagoin ketimbar tim saber yang katanya tukang rekayasa kasus wkwkwkwkwkwkwkwkwk,
1831,pas sekolah pernah praktek ngeremot hp orangeh sekarang malah lupa segala gala nya efek kerja ga sesuai jurusan,
1832,dating app sekarang aja bisa berubah jadi kalkulator by default jir,
1833,puncak komedi adalah bjorka di cari mati matian sedangkan judol bertebaran dimana2 malah komentar ini pun kuasai pdahal dampaknya luar biasa udh banyak kasus kriminal mengerikan berawal dari,
1834,boro² tangkep bjorka orang maling udah ketangkep warga aja suruh di lepasin,
1835,saya punya teman dia membantu instansi pemerintah daerah agar website mereka tidak di hack tapi apresiasi malhan tantang truss sikat temenku lalu laporkan ke polisi dan tangkap 3bulan penjara kocakk kan negara ini,
1836,uhui,
1837,wah respect sih mas teguh info tentang raidforums sama breachforumnya valid semua omnipotent pompompurin,
1838,pengalihan isu demi huuuu,
1839,coba ada pertanyaan masalah ijasah yg sampai skrng masih d ributin,
1840,emang om ded pikir mereka bisa kerja,
1841,4637 jawabannya korupsi lebih enak,
1842,bjorka itu team bukan individu,
1843,aparat kita emang super konyol ngadepin kabib baklawi saja plongapolongo malah berahir jadi jongospiaraan imigran,
1844,hmmmm wkkkkk,
1845,ladusing konoha udah di bantu heker kasih ngerti penylewengan eh malah tangkep emang bobrok sistem negri ini suatu kesalahan lindungu dan kebenaran hakimi,
1846,selama dulu main hack kecilan python banyak yg gratis sekarang cek lagi dah berbayar,
1847,,
1848,kalo bisa brantas judol baru gw yakin bjorka ditangkap,
1849,mengharapkan indonesia maju dan membaik udah capek meskipun hati masih menginginkan adanya kemajuan tapi harapan semakin tipis,
1850,747 kaget anjirr kirain suara apaan,
1851,sesimple mod tuyul atau fake gps di aplikasi ojol,
1852,,
1853,g,
1854,yg ditangkap bjordan wkak,
1855,polisi itu udah bobrok di dalemnya,
1856,anagaran banyak nagkap haceker aja puyeng polisii ocg,
1857,harusnya sih jadi point penting bagi pemerintahan kita berdoa saja semoga menjadi lebih baik lagi,
1858,gbwa,
1859,supir puso itu mah,
1860,guobloknangkap koruptor aja ga becussok²an nangkep hacker lu,
1861,hi,
1862,dont trust anyone one eye all seeing the world,
1863,lebih percaya lucuflix gratis 1 tahun daripada bjorka ketangkep chakz,
1864,gw pernah ngomong dlu pas beliau di undang pertama kali acara closethedoor udh kalau bjorka itu aslinya orng indonesia cuma dia berbicara pakek bhsa english memahami pasti tau malah hujat sok salam xsvs,
1865,bjorka ketawa sih,
1866,bukanya di kadalin bang itu dugaan seakan polisi mngngkap djorka saat era moelyono kan sdh ada tpi pastinya yg tangkap betul nggk kita tdk tau hanya taunya viral lah ini batu bbrpa hari permintaan masyrkat ke spy eklu gk salah cepat bnget nangkep korup atau katanya ad pejabat inkrah nyatakan bersalah sbgai trsangka smpai skrang pun blum menurut sihhh agak lucu banget,
1867,nah iy yg orang kalimantan digrebek dirumahnya,
1868,funfact yang ditangkap bukan bjorka tapi bjirlah,
1869,bjirka,
1870,kita belajar aja dari film hacker semisal anonymous nihdia tuh ngg sendiriantapi ada anonymous² yg lain seperti halnya bjorka,
1871,kalian dari awal pada ngira bjorka itu individu kah kalo gua sih yakin gak cuma tapi kelompok ato semacem komunitas gitu,
1872,cyber security pemerintah isinya youtube green screen ala2 heker doank,
1873,,
1874,jangankan mo nangkap bjorka siplester aja susah,
1875,tangkap para hacker jangan di publikasi blog harusnya dirahasiakan lalu dibina dan dipasilitasi sebagai pahlawan bangsa bukan hanya janji semu cari nama bisa nangkep yg gak guna bagi rakyatom dedy jadi bpknya indo kayaknya sesuai jabatan,
1876,hahaha ky yg sdh polisi klo pnya lisensi propesional di akui tdk bnyk kasus salah tangkap dan rekayasa jg kalicma buat kepentingan naik pangkat doang,
1877,blunder lagi dah polri cukup nangkep pelaku curangi situs judol aj udh mlah d tmbah ini lgi,
1878,no hp saat mncalonkan walkot sulu sm reqnope nya bububaba sama tapi dolo gk tau ya sekarang ringkas kosong padat apalagi berbobot sikat donkkk sipepesan,
1879,pengalihan isu,
1880,hanya tuhan yg tau,
1881,apapun yg sudah dilakukan kepolisian sejak 10 thn belakangan sampai saat ini rakyat sdh tdk terlalu percaya lagi akibat ulah oknumnya sendiri kebanyakan berintegritas korup arogan dan selalu mengkriminalisasi atas pesanan pemodal penguasa,
1882,lu cari muka hecker dari yg amatir ampe internasional gw jamin ga bakal nemu nya kek modelan sempak supermen ditangkep itu,
1883,bjorka asli lagi ketawak lht itu,
1884,om youtube mu ada bug hunternya,
1885,fealing gw byorka ini pejuang islam,
1886,makanya belajar it bisanya nilang motor doang sih,
1887,masih percaya dengan police india hadeh banyak manipulasinya yang penting selesai ngak perduli siapa jadi kambing hitamnya dari gudang2 timbun minyak solar di sekitar aja backing kasus2 narkoboy bisa lepas jalan belum lagi lapas napinya cari duit dalam ada uang aku suka sudah penyakit akut,
1888,bank brjorka datadata koruptor dunk di publish klo bgn mah gampang itu tim pusdatinnya baru,
1889,,
1890,gak heran polisi isinya orang dungu smua,
1891,pemerintah kita terlalu lugu terkait hacking sdm indo di sektor ini luar biasa gini kalo negara kelola sama orang yang gapaham sebuah sistem,
1892,tebak berapa kali si abang nya bilang se simple,
1893,bjorkanya org dalam mungkin,
1894,hacking itu tidak seberbahaya yg kalian semua bayangkan kecuali ketika udah bisa hack suatu website kemudian dilanjutkan dengan crack dan dibarengi niat jahat baru berbahaya wkwkwkwkwk,
1895,temen gw jago it bisa bikin cheat sendiri buat game jadul pb jaman dlu soal hack fb atau email bgt malah jadi tukang sate,
1896,mantap,
1897,dunia hacker cracker sejatinya itu tidak sesederhana bapakbapak pemangku kebijakan dan aparat penegak hukum anakanak programming lainnya baik individu maupun di komunitas tahu betul bagaimana cyber bekerja kami cukup paham pula kapasitas karakteristik tim pemerintah yang jujur saja sering lebih fokus mengejar nilai proyek daripada mutu integritas jadi kalau tracing segampang mungkin bug masalah sistem negara ini juga sudah fix dari dulu seprofesi etika digital ethical hacking adalah prinsip mencampuri urusan masingmasing tapi siapa benarbenar teknologi cuma main headline atau it setengah matang,
1898,ayo coklat kerahkan semua kemampuan kalian untum merekayasa kasus ini,
1899,lawak jangankan nangkep bjorka pupupapa aja gk bisa,
1900,pak pol itu hekel bukan hekerberasa gege ya,
1901,dikulik abissss,
1902,sin7ax masih hidup,
1903,roy rikardo is in d house,
1904,polisi indonesia jangankan nangkap bjorka koruptor yang sudah didalam gedung dpr saja tidak bisa,
1905,institusi satu ini memang melawak terus,
1906,siapa disini yang sambil kepo komentar kita sama,
1907,lulusan sma kok suruh nyari orang it yg sekolahnya tinggi ya dongo jadinya,
1908,di menit 26 itu intiny semoga penerintah kita bisa menghargai skill dan inovasi anak bangsa,
1909,dari dulu indonesia gak kekurangan orang pintar tapi jujur,
1910,nangkep dalang demo rusuh aja gabisa sok an mau hacker kocak puncak komedi,
1911,tonton ini pak anda salah tangkap,
1912,jackpot tuh bocah mayan jd pemeran utama yg d cari2,
1913,hahaha,
1914,klo loe tau ko g tangkap,
1915,jangan dibantuin bg teguh biar dia benar dulu,
1916,nangkap maling saja susah soalnya kegenduten masih ngaku hantu,
1917,dan ternyata bjorka nonton podcast ini sambil ikut ngakak denger ulasanulasan nya kali aja bang mantau komen ane tlong hack klo bsa chat wa ne mau belajar juga kyanya seru bisa ngadalin isilop,
1918,yg di tangkap ternyata bjirka,
1919,repormasi polri jadi inimah kwkwkw,
1920,wkwk anak autis gw jadi inget temen dulu punya pas masih aktif atlit wushu tehnik bentuk gerakan semua bisa ngalahin dia tapi cuma ada 1 yg gak dikalahin fisik nya kuat banget terutama endurance paling klo jogging junior nyampe jam tanpa henti lama 40 menit 2 itu cukup gila sih buat atlet beberapa kenal pasti aja kelebihan menonjol,
1921,polisi tukang ngibul,
1922,nyari rekaman cctv aja gk bisa,
1923,gw nonton vidio ini 15 menit cengar cengir aja bro yg paham itu kalo bukan pelaku dia sama sekali ga ngerti cara ngelakuin kejahatan hehe,
1924,nangkep siplester aja g berani kok pdahal depan mata,
1925,mending ngeshell cuan daripada ngurusin begituan,
1926,polisi udh gada harga dirinya,
1927,solusi kalo pingin maju ni negara ring satu hecker kasih penghargaan dua tni tiga pertahanan panganpetani di sejaterahkan,
1928,4300 kpu bukan dari hacker sudah sistematis,
1929,mana nihh suara nya anak startnethunter indonesia ga kekurangan orang pinter tapi yang jujur,
1930,cie di ayam sayurin sama bjorka wkwkwk,
1931,bjorka nonton ini,
1932,km citer ya bang,
1933,,
1934,polisinya oon he,
1935,panutan gue nih teguh aprianto,
1936,bjorka itu ada d balik pemerintahan kyaknya,
1937,saya sebagai anak it sekelas bjorka tidak mudah di lacak ip bisa ubah ke lokasi lain,
1938,penyanyi mangu kan ni,
1939,wkwkwk polse cuma pengen di bilang hebat kali ya,
1940,𝑨𝒑𝒂𝒌𝒂𝒉 𝒊𝒏𝒊 𝒑𝒆𝒏𝒈𝒂𝒍𝒊𝒉𝒂𝒏 𝑰𝑺𝑼,
1941,itu polisi nangkap anak punk saya tahu siapa bjorka dan fufufafa 030,
1942,ladusing,
1943,dari suaranya ini teguh white hacker,
1944,mngkin pemerintahtakut klo merekrut anak2 muda cerdas dan jago itmrk akan membuka borok para pejabat2 korupkrn arti pemerintah adalah org2 yg mengelola pemerintahantermasuk ddlmnya ada pembuat kebijakan undang2mrk takut ketahuan dng adanya dalam ahli badan it pemerintahdari dulu sllu hebat tdk diberdayakanmalah ditangkapaneh emang akhirnya y gini2 aja kemajuan kita penipu dunia maya makin merajalela,
1945,sedang melindungi judoll,
1946,sebenarnya kalau soal hacking udah banyak kalangan yang bisa melakukan karna di media sosial ilmu dan sudah terdapat wadah bebas namun dalam cyber crime seseorang jika menempuh jalur tersebut mereka jauh menutup diri dari sosia mesk dibilang bjorka adalah masyarakat umum dengan kemampuan nya dia ke viral an akan lebih manapun nah pun membuka mengantisipasi hal,
1947,yang di tangkep itu bjirka bukan bjorka,
1948,kalau fufufafa mah bekel legend tuch sampai sekarang aman kek diplester yg nggak bisa ketangkap,
1949,berarti polisi goblo klo slh tangkap,
1950,agenda pengalihan isyu apa lagi polri,
1951,mau nangkap bjorka kemampuan gk nyampe hahahah kalo gak pake bantuan fbi polisi cyber indo bisa apa ahahhaha ingat banget kasus bocah kalimantan yang di tangkap itu semua karna campur tangan nya tugas cuman grebek doang,
1952,ngimpi x nangkep hacker berkelas,
1953,jadi inget pemilu tahun 2004 semua partai gambarnya diganti dengan buahbuahan dan pemerintah malah menangkap sebagai kriminal sedangkan pihak swasta luar negeri justru merekrut teknisi profesional pelakunya adalah admin salah satu warnet di jogja cmiiw,
1954,plot twis bjorkanya adalah bahlil,
1955,yg simple fufufafa cuma 1 akun doang aja polisi cyber kgk bisa nangkepini kok bisanya nangkep bjorkaitu mah paling bocah baru belajar phising beritanya dugaan tapi udah di pakein baju tahananpadahal bukti belum jelas mana coba ada gak tampilin ke media klo emng dia bner meretas mo bikin gebrakan apan sih bapak institusi dan layu itu,
1956,bjorka itu kesatuan bukan perorangan iyakan je 1 etamgkep satu batalyon masih bebas,
1957,kebodohan hukum di konoha orang pinter it bukanya rekrut negara malah beneran penjara jauh sama india orang² sana yg meskipun fbi nyari pasti lindungi pemerintah mangkanya skrng populer tenaga kerjanya butuhkan bnyak,
1958,coba kalian bikin account atas nama riza khalid batman atau superman supaya 0knum terkesan hebat karena waahh indonesia menangkap,
1959,1746 salah pancing sih,
1960,jadi kalo yang namanya hacker itu gak akan bisa di tangkap kocakk mau sehebat apapun pasti ketangkep contoh kelas dunia yg pernah ditengkap kevin mitnick meretas sistem perusahaan besar seperti ibm motorola dan nokia adrian lamo ngeretas the new york times microsoft yahoo jonathan james server nasa departemen pertahanan as dll mereka bukan kaleng2 semua ditangkap dipenjara karena ada perumpamaan diatas langit masih apalagi cuma sekelas bjorka katanya data nasabah klo skdr gk perlu hack heck internet banyak berseliweran atau lu bagian dari admin pinjol memegang jutaan indonesia malah lebih valid untuk selain disuruh kirim pribadi kayak ktp kk juga kadang foto dengan selembar kertas bertuliskan nama dia mindset warga 62 emg rada2 wkwkwk tanya baik2 sama dapat beli mungkin si sendiri wkwkwkwkk konoha barang private lagi warganya sukarela menyerahkan dara aplikasi2 jelas ntar suatu saat kesebar disalahkan pemerintahwkwkwk kocakkkkkkk,
1961,bjorka lg ngopi om di kambing hitam kan,
1962,sekelas bjorka ditangkap tanpa fbi mana mungkin wkwkkw,
1963,polisi konoha paling jago nangkap maling ayam,
1964,setelah procas ini biorka lebih gampang lagi ditemukan,
1965,2935 kpu bajingan,
1966,plot twistnya sang narasumber adalah bjorka yang asli skenario yg bagus jika dijadikan film hmmm,
1967,sesimple untuk melapor soal kehilangan motor saja saya sampe nangis dengan proses² nya ahh whatever,
1968,nyimak ah,
1969,yang aku tau cuman cheat pekalongan,
1970,guna nya robot yang katanya canggih buat apa yaa,
1971,ternyata polisi kita sebodoh itu,
1972,uang sy di bca hilang setelah suruh verivikasi ulang mobile apakah itu hecker bang banknya ngak tangung jawab lagi,
1973,sudah di diduga endingnya,
1974,apakah ini cuma pengalihan isu,
1975,mau tanya emg pernah polisi di sini nangkep hacker yg bnr2 itu asli dr barang bukti dokumen dll wkwkwk org berantas judol aja ditangkap ngerugiin bandarny bukan malah bandar ditangkep,
1976,hellow apa kabar si plaster matutina,
1977,polisi adalah aib indonesia gk ada prestasi nya hanya lelucon menambah anggaran negara tanpa manfaat,
1978,bjorka mirip sama yg ngomong di podcast ini,
1979,ari lesmana hebat selain nyanyi bisa jadi hecker,
1980,cuma di luar negeri hargai malah kasi gaji 62 musnahin,
1981,udah ke wa sekarang modus nipu dengan selesain quest dapet duit tiba gua di invite grup isi nya cuma 30an orangan mikir secara logika aja kaya ga ada yg instan jadi akhirnya maki itu abis out kwkw,
1982,biasa asal tangkap biar kelihatan kerja mau dia bener atau orang lain masa bodo yg penting ada pencapaian,
1983,bukan bjorkaa tpi bjiiirkaa,
1984,dari obrolan ini kelihatan bodohnya intansi pemerintah,
1985,polisi jaman skrang gx ada yg berguna rusak di matarakyat,
1986,apa yg mereka bahas ini gue nggak ngerti mending ijazah bapak dan anaknya jd waprez sekarang dia memang punya setara sma kaysknya itu asli palsu,
1987,selama password user admin123 bjorka masih ketawa cybercrime pusing kepala,
1988,saya yakin bjorka itu adalah roy suryo,
1989,meski d blur swaranya saya tau dia siapa,
1990,,
1991,kenapa lu ketawa saat dengar nama ethical hacker indonesia,
1992,udah gak kaget kalo ada kasus² kyak gini di ingetin dari dulu tapi gengsi untuk memperbaiki,
1993,udang kang onno om lbh luas lg,
1994,aduh jangan kan cyber atau masalah teknologi bahas kesana dulu deh di lapangan aja masih jauh parah sama negara lain kerja cuman kejalan foto persimpangan jalan laporan ngopi kek gitu apalagi yaelah,
1995,aku dari awal berminat untuk diretas mau gimana rasanya gitu soalnya ya orang kaya yang sedang bersembunyi apa hacker barbar sekelas bjirka berani atau bisa lagian data apapun di ambil up ke publik gadak gunanya itu pembodohan pengalihan isu kenapa bilang incer dah tau kartu kredit lah manajemen perusahaan pun ada basic walaupun kecolongan tapi skrng udah ga guna jadi ini polisi buat bertia supaya keluar booming heboh lupa deh kejadian netizen,
1996,polisi aneh emang,
1997,undung bahlur dong om gimana minyak di sell dan vivo,
1998,ketawa aja karna dari tubuh polri katanya ada pergantian struktural secara masif tapi kenapa berita yg sempat heboh dan aku rasa sudah hebat bisa nangkep sosok bijorka ehh tau cuma kw asli palah bocorkan data2 kepolisian konfrensi pers diliput berbagai media membuat malu dg kinerja polisi,
1999,gw 1000 sangat2 yakin bjorka bukan ancaman bagi msyrakat indonesiajustru adalah implemtasi hukum tabur tua bagia siapa saja para oknum yg sudh berbuat jahat dan merugikan rakyat penjahat pasti merasa terancam,
